chr	po	NAME	TCGA.A1.A0SK.01A	TCGA.A1.A0SO.01A	TCGA.A2.A04W.01A	TCGA.A2.A0D0.01A	TCGA.A2.A0D1.01A	TCGA.A2.A0EQ.01A	TCGA.A2.A0ET.01A	TCGA.A8.A06N.01A	TCGA.A8.A06Y.01A	TCGA.A8.A06Z.01A	TCGA.A8.A081.01A	TCGA.A8.A083.01A	TCGA.A8.A08J.01A	TCGA.A8.A09X.01A	TCGA.AN.A04D.01A	TCGA.AN.A0FJ.01A	TCGA.AN.A0FV.01A	TCGA.AN.A0FZ.01A	TCGA.AO.A0J2.01A	TCGA.AO.A0J3.01A	TCGA.AO.A0J6.01A	TCGA.AO.A0JC.01A	TCGA.AO.A0JI.01A	TCGA.AO.A0JL.01A	TCGA.AO.A124.01A	TCGA.AO.A125.01A	TCGA.AO.A12B.01A	TCGA.AO.A12D.01A	TCGA.AO.A12H.01A	TCGA.AQ.A04L.01B	TCGA.AR.A0TP.01A	TCGA.AR.A0TR.01A	TCGA.AR.A0TV.01A	TCGA.AR.A1AI.01A	TCGA.AR.A1AS.01A	TCGA.B6.A0I2.01A	TCGA.B6.A0IA.01A	TCGA.B6.A0IC.01A	TCGA.B6.A0RL.01A	TCGA.B6.A0RM.01A	TCGA.B6.A0RS.01A	TCGA.B6.A0X4.01A	TCGA.B6.A0X5.01A	TCGA.BH.A0DL.01A	TCGA.BH.A0E0.01A	TCGA.BH.A0EE.01A	TCGA.BH.A0HW.01A	TCGA.BH.A18N.01A	TCGA.C8.A12L.01A	TCGA.C8.A12M.01A	TCGA.C8.A12P.01A	TCGA.C8.A12U.01A	TCGA.C8.A133.01A	TCGA.D8.A13Y.01A	TCGA.D8.A13Z.01A	TCGA.E2.A14Y.01A	TCGA.E2.A158.01A	TCGA.E2.A15K.06A	TCGA.E2.A15R.01A	TCGA.E2.A1B0.01A
11	61371844	FADS2	0.144	-0.101	0.005	0.19	0.083	0.013	-0.443	-0.525	0.059	-0.163	0.145	-0.05	0.102	-0.015	-0.006	0.187	0.127	-0.246	0.087	0.271	-0.855	0.002	0.061	-0.232	0.183	-0.04	0.154	-0.024	0.013	0.329	0.073	0.029	-0.537	0.177	-0.039	0.246	-0.027	0.006	-0.679	-0.026	0.127	0.007	-0.004	-0.117	0.091	-0.178	0.129	-0.189	-0.08	-0.243	0.238	-0.314	-0.057	0.093	-0.216	-0.038	-0.795	-0.78	0.02	-0.046
11	61715935	SCGB1D1	0.144	-0.101	0.005	0.19	0.083	0.013	-0.443	-0.525	0.059	0.301	0.145	-0.05	0.102	-0.015	-0.006	0.187	0.127	-0.246	0.087	0.271	0.07	0.002	0.061	-0.232	0.183	-0.04	0.154	-0.024	0.013	0.329	0.073	0.029	-0.537	0.177	-0.039	0.246	-0.027	0.006	0.165	-0.026	0.127	0.007	-0.004	-0.117	0.091	-0.178	0.129	-0.189	-0.08	-0.243	0.238	-0.314	-0.057	0.093	-0.216	-0.038	-0.795	-0.78	0.02	-0.046
11	61735351	SCGB2A1	0.144	-0.101	0.005	0.19	0.083	0.013	-0.443	-0.525	0.059	0.301	0.145	-0.05	0.102	-0.015	-0.006	0.187	0.127	-0.246	0.087	0.271	0.07	0.002	0.061	-0.232	0.183	-0.04	0.154	-0.024	0.013	0.329	0.073	0.029	-0.537	0.177	-0.039	0.246	-0.027	0.006	0.165	-0.026	0.127	0.007	-0.004	-0.117	0.091	-0.178	0.129	-0.189	-0.08	-0.243	0.238	-0.314	-0.057	0.093	-0.216	-0.038	-0.795	-0.78	0.02	-0.046
11	61767578	SCGB1D2	0.144	-0.101	0.005	0.19	0.083	0.013	-0.443	-0.525	0.059	0.301	0.145	-0.05	0.102	-0.015	-0.672	0.187	0.127	-0.246	0.087	0.271	0.07	0.002	0.061	-0.232	0.183	-0.04	0.154	-0.024	0.013	0.329	0.073	0.029	-0.537	0.177	-0.039	0.246	-0.027	0.006	0.165	-0.026	0.127	0.007	-0.004	-0.117	0.091	-0.178	0.129	-0.189	-0.08	-0.243	0.238	-0.314	-0.057	0.093	-0.216	-0.038	-0.795	-0.78	0.02	-0.046
11	61795704	SCGB2A2	0.144	-0.101	0.005	0.19	0.083	0.013	-0.443	-0.525	0.059	0.301	0.145	-0.05	0.102	-0.015	0.007	0.669	0.127	-0.246	0.087	0.271	0.07	0.002	0.061	-0.232	0.183	-0.04	0.154	-0.024	0.013	0.329	0.073	0.029	-0.537	0.177	-0.039	0.246	-0.027	0.006	0.165	-0.026	0.127	0.007	-0.004	-0.117	0.091	-0.178	0.129	-0.189	-0.08	-0.243	0.238	-0.314	-0.057	0.093	-0.216	-0.038	-0.795	-0.78	0.02	-0.046
11	61889406	ASRGL1	0.144	-0.012	0.005	0.19	0.083	0.013	-0.443	-0.525	0.088	0.301	0.145	-0.05	0.102	-0.015	0.007	0.669	0.127	-0.246	0.087	0.271	0.061	0.002	0.061	-0.232	0.183	-0.04	0.154	-0.024	0.013	0.329	0.073	0.014	-0.537	0.177	-0.039	0.246	-0.027	0.006	0.165	-0.026	0.127	0.007	-0.004	-0.117	0.091	-0.178	0.129	-0.189	-0.08	-0.243	0.238	-0.314	-0.057	0.093	-0.216	-0.038	-0.838	-0.788	0.02	-0.046
11	63036428	LGALS12	0.144	0.806	0.005	0.19	0.083	-0.032	-0.443	-0.525	0.088	-0.347	0.145	-0.05	0.102	-0.015	0.007	0.199	0.127	-0.246	0.087	-0.336	0.061	0.002	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	0.329	0.073	0.014	-0.537	0.177	-0.039	0.264	-0.027	0.006	-0.601	-0.026	0.127	0.007	-0.004	-0.117	0.091	-0.178	0.129	-0.189	-0.08	-0.243	0.238	-0.314	-0.057	0.093	-0.216	-0.038	0.009	-0.644	-0.716	-0.046
11	64516542	BATF2	0.144	-0.09	0.005	0.19	0.083	-0.032	-0.443	-0.525	0.088	-0.347	0.478	-0.05	-0.531	-0.015	0.007	0.199	0.127	-0.432	0.087	-0.336	0.061	0.002	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	0.329	0.073	0.014	-0.537	0.177	-0.039	0.264	-0.027	0.006	-0.698	-0.026	0.127	0.007	-0.004	-0.117	0.091	-0.178	0.129	-0.189	-0.08	-0.667	0.238	-0.314	-0.057	0.093	-0.216	-0.038	0.034	-0.033	-0.716	-0.046
11	65536794	CST6	0.144	-0.09	0.005	0.19	0.083	-0.032	-0.443	-0.525	0.088	-0.347	0.478	-0.05	-0.046	-0.015	0.007	0.625	-0.181	-0.417	0.087	-0.336	0.061	0.002	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	0.329	0.073	0.014	0.54	0.177	-0.039	0.264	-0.027	0.006	-0.698	-0.026	0.127	0.007	-0.039	-0.117	0.091	0.014	0.129	-0.189	0.245	-0.611	0.238	-0.314	-0.057	0.093	-0.216	-0.038	0.034	1.542	-0.716	0.229
11	66931048	TBC1D10C	0.144	-0.09	0.005	-0.195	0.083	-0.032	-0.443	0.311	0.088	-0.347	0.991	-0.05	0.46	-0.015	0.007	0.168	-0.181	0.699	0.087	1.199	0.061	0.002	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	0.768	0.073	0.014	0.54	-0.235	-0.039	0.579	-0.027	0.006	0.156	-0.026	0.127	0.007	-0.039	0.579	0.091	0.014	0.129	-0.189	0.245	-0.611	0.238	-0.314	-0.057	0.093	-0.216	-0.038	0.034	0.744	0.85	0.317
11	67109170	GSTP1	0.144	-0.09	0.005	-0.195	0.083	-0.032	-0.443	0.311	0.088	-0.347	0.991	-0.05	0.46	-0.015	0.007	0.168	-0.181	0.699	0.087	1.199	0.061	0.002	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	0.768	0.073	0.014	0.54	-0.235	-0.039	0.579	-0.027	0.006	0.156	-0.026	0.127	0.007	-0.039	0.579	0.091	0.014	0.129	-0.189	0.245	-0.611	0.238	-0.314	-0.057	0.093	-0.216	-0.038	0.034	0.744	0.042	0.317
11	67152984	NUDT8	0.144	-0.09	0.005	-0.195	0.083	-0.032	-0.443	0.311	0.088	-0.347	0.991	-0.05	0.46	-0.015	0.007	0.168	-0.181	0.699	0.087	1.199	0.061	0.002	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	0.768	0.073	0.014	0.54	-0.235	-0.039	0.579	-0.027	0.006	0.156	-0.026	0.127	0.007	-0.039	0.579	0.091	0.014	0.129	-0.189	0.245	-0.611	0.238	-0.314	-0.057	0.093	-0.216	-0.038	0.034	0.744	0.042	0.317
11	67192443	ALDH3B2	0.144	-0.09	0.005	-0.195	0.083	-0.032	-0.443	0.311	0.088	-0.347	0.991	-0.05	0.46	-0.015	0.007	0.168	-0.181	0.699	0.087	1.199	0.061	0.002	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	0.768	0.073	0.014	0.54	-0.235	-0.039	0.579	-0.027	0.006	0.156	-0.026	0.127	0.007	-0.039	0.579	0.091	0.014	0.129	-0.189	0.245	-0.611	0.238	-0.314	-0.057	0.093	-0.216	-0.038	0.034	0.744	0.042	0.317
11	68211888	GAL	0.144	-0.093	0.005	-0.23	0.083	-0.181	-0.443	0.311	0.088	-0.39	0.991	-0.05	0.801	-0.015	0.007	0.205	-0.181	-0.477	0.087	1.199	0.061	0.002	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	0.768	0.073	0.002	1.069	-0.235	-0.039	0.579	-0.027	0.006	2.003	-0.014	0.127	0.007	-0.039	0.579	0.091	0.014	0.129	-0.189	0.245	-0.071	0.238	-0.314	-0.057	0.093	-0.216	-0.038	0.034	0.468	0.407	0.317
11	68819764	MYEOV	0.144	-0.072	0.005	0.191	0.083	1.243	-0.443	0.311	0.088	-0.444	0.991	-0.05	1.306	-0.015	0.007	0.647	-0.181	-0.477	0.087	1.199	0.061	0.002	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	0.768	0.073	0.002	1.069	-0.235	-0.039	0.579	-0.027	0.006	2.003	-0.014	0.127	0.007	-0.039	0.579	0.091	0.014	0.129	-0.189	0.851	0.995	0.238	-0.314	-0.057	0.582	-0.216	-0.038	0.034	1.526	2.03	0.317
11	69171738	CCND1	0.144	-0.072	0.005	-0.243	0.083	1.243	-0.443	0.276	0.088	0.397	0.991	-0.05	1.306	-0.015	0.007	0.172	-0.181	-0.477	0.087	1.199	0.061	0.002	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	0.768	0.073	0.002	1.069	-0.235	-0.039	0.579	-0.027	0.006	2.003	-0.014	0.127	0.007	-0.085	0.579	0.07	0.014	0.129	-0.189	0.851	0.995	0.238	-0.314	-0.057	0.582	-0.216	-0.038	0.06	1.526	2.03	0.317
11	72162910	STARD10	0.144	0.058	0.005	0.579	0.083	1.101	-0.443	0.276	0.088	0.274	0.526	-0.05	-0.305	-0.015	0.007	0.185	0.439	1.301	0.087	-0.388	0.441	-0.012	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	0.855	0.073	0.002	-0.541	-0.235	-0.039	0.579	-0.027	0.006	0.143	-0.014	0.127	0.007	-0.085	-0.044	0.07	0.014	0.129	-0.181	0.829	0.417	0.238	-0.301	-0.057	0.582	-0.216	-0.038	0.06	-0.753	-0.671	0.317
11	72616096	P2RY2	0.144	0.058	0.005	0.579	0.083	0.707	-0.443	0.276	0.088	0.274	0.526	-0.05	-0.305	-0.015	0.007	0.185	0.439	1.301	0.087	-0.388	0.441	-0.012	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	0.847	0.073	0.002	-0.541	-0.235	-0.039	0.591	-0.027	0.006	2.068	-0.014	0.127	0.007	-0.085	-0.044	0.07	0.014	0.129	-0.181	0.386	-0.568	0.238	-0.301	-0.057	0.582	-0.216	-0.038	0.06	-0.753	-0.671	0.317
11	73043191	PLEKHB1	0.144	0.058	0.005	0.579	0.113	1.155	-0.443	0.276	0.088	0.274	-0.279	-0.05	-0.305	-0.015	0.007	0.185	0.439	1.301	0.087	-0.388	0.441	-0.012	0.061	-0.232	-0.252	-0.04	0.154	-0.024	0.013	1.647	0.073	0.002	-0.541	-0.235	-0.039	0.591	-0.027	0.006	2.64	-0.014	0.127	0.007	0.025	-0.044	0.07	0.014	0.129	-0.181	0.386	-0.568	0.238	-0.301	-0.057	0.582	-0.216	-0.038	0.06	-0.753	-0.671	0.317
11	74102478	CHRDL2	0.144	0.889	-0.009	0.514	0.113	1.155	-0.443	0.276	0.088	0.274	-0.279	-0.05	-0.305	-0.015	0.007	0.185	0.439	1.578	0.087	-0.388	0.432	-0.012	0.061	-0.232	-0.252	-0.04	0.154	-0.031	0.013	0.298	0.073	0.002	-0.541	-0.235	-0.071	0.591	-0.027	0.006	0.124	-0.014	0.127	0.007	0.025	-0.044	0.901	0.014	0.129	-0.181	0.386	-0.568	0.238	-0.312	-0.057	0.582	-0.216	-0.038	0.06	-0.753	-0.676	0.317
11	75113280	MOGAT2	0.144	0.889	-0.009	0.514	0.113	1.155	-0.443	0.276	0.088	0.274	-0.279	-0.05	-0.305	-0.015	0.007	0.185	0.439	1.578	0.087	-0.388	0.432	-0.012	0.061	-0.232	-0.229	-0.04	0.154	-0.031	0.013	1.153	0.073	0.002	-0.519	-0.235	-0.071	0.591	-0.027	0.006	1.616	-0.014	0.127	0.007	0.025	-0.044	0.901	0.014	0.129	-0.181	0.386	-0.568	0.238	-0.312	-0.057	0.582	-0.216	-0.038	0.06	-0.753	-0.671	0.317
11	75173827	DGAT2	0.144	0.889	-0.009	0.514	0.113	1.155	-0.443	0.276	0.088	0.274	-0.279	-0.05	-0.305	-0.015	0.007	0.185	0.423	1.578	0.087	-0.388	0.432	-0.012	0.061	-0.232	-0.229	-0.023	0.154	-0.031	0.013	1.153	0.073	0.002	0.55	-0.235	-0.071	0.591	-0.027	0.006	1.637	-0.014	0.127	0.007	0.025	-0.044	0.901	0.014	0.129	-0.181	0.386	-0.568	0.238	-0.312	-0.057	0.582	-0.216	-0.038	0.06	-0.753	-0.671	0.317
11	76988688	AQP11	0.144	1.268	-0.009	0.514	0.113	1.517	-0.443	-0.522	0.088	1.055	-0.345	-0.05	-0.305	-0.015	0.007	0.185	2.28	2.033	-0.463	-0.388	0.432	-0.012	0.061	-0.232	-0.243	-0.023	0.154	-0.031	0.013	0.721	0.073	0.002	1.756	-0.235	-0.071	1.091	-0.027	0.006	1.901	-0.014	0.127	0.007	0.025	-0.044	0.901	0.014	0.129	-0.181	0.386	-0.568	0.238	-0.312	-0.057	0.582	-0.216	-0.038	0.06	-0.753	-0.671	0.317
11	77408188	KCTD14	0.144	1.268	-0.009	0.514	0.084	1.517	-0.443	-0.572	0.088	0.401	-0.345	-0.05	-0.305	-0.015	0.007	0.185	2.646	2.033	-0.463	-0.388	0.432	-0.012	0.061	-0.232	-0.243	-0.023	0.154	-0.031	0.013	1.78	0.073	0.002	1.756	-0.235	-0.071	1.091	-0.027	0.006	1.901	-0.014	0.127	0.007	0.025	-0.044	0.901	0.014	0.129	-0.181	0.386	-0.568	0.238	-0.312	-0.057	0.582	-0.216	-0.038	0.06	-0.032	-0.671	0.317
11	77454802	THRSP	0.144	1.268	-0.009	0.514	0.084	1.429	-0.443	-0.572	0.088	0.401	-0.345	-0.05	-0.305	-0.015	0.007	0.185	1.816	2.033	-0.463	-0.388	0.432	-0.012	0.061	-0.232	-0.243	-0.023	0.154	-0.031	0.013	1.057	0.073	0.002	1.756	-0.235	-0.071	1.091	-0.027	0.006	1.901	-0.014	0.127	0.007	0.025	-0.044	0.901	0.014	0.129	-0.181	0.386	-0.568	0.238	-0.312	-0.057	0.582	-0.216	-0.038	0.06	-0.032	-0.671	0.317
11	82415328	RAB30	0.225	-0.039	-0.009	-0.291	0.084	1.143	-0.45	-0.541	0.033	0.394	-0.345	-0.05	-0.305	-0.102	-0.028	0.124	-0.683	0.682	-0.443	-0.388	0.445	-0.004	0.061	-0.232	-0.222	-0.023	0.154	-0.039	0.013	0.11	0.1	0.057	-0.512	-0.235	-0.071	0.6	-0.015	0.017	-0.693	-0.014	0.127	0.007	0.025	-0.044	0.917	0.014	0.129	-0.137	0.213	-0.524	0.238	-0.284	0.009	0.937	-0.145	-0.083	0.073	-0.713	-0.671	0.315
11	85141369	SYTL2	0.225	0.272	-0.009	-0.291	0.108	-0.385	-0.45	-0.571	0.033	0.394	-0.345	-0.05	-0.305	-0.102	-0.028	0.124	1.638	1.414	-0.44	-0.388	0.445	-0.004	0.061	-0.237	-0.223	-0.023	0.154	-0.039	0.013	0.11	-0.574	0.057	-0.512	-0.235	-0.071	-0.202	-0.028	0.017	-0.693	-0.014	0.133	0.007	0.047	-0.044	0.914	0.014	0.129	-0.137	0.213	-0.524	0.238	-0.284	0.009	-0.519	-0.145	-0.083	0.073	-0.708	-0.671	0.315
11	86194530	PRSS23	0.225	0.272	-0.009	-0.178	0.091	-0.385	-0.45	-0.568	0.033	0.394	-0.345	-0.05	-0.305	-0.102	-0.028	-0.521	1.638	1.407	-0.44	-0.388	0.445	-0.004	0.061	-0.237	-0.223	-0.01	0.154	-0.039	0.013	0.091	0.095	0.057	-0.512	-0.235	-0.071	-0.202	-0.028	0.017	-0.693	0.021	0.114	0.007	0.047	-0.084	0.919	0.014	0.129	-0.139	0.204	-0.524	0.238	-0.284	0.009	-0.519	-0.145	-0.083	0.067	-0.708	-0.671	0.315
11	87517172	RAB38	0.225	0.272	-0.009	-0.178	0.091	-0.398	-0.45	-0.584	0.033	-0.384	-0.345	-0.05	-0.305	-0.1	-0.028	-0.521	-0.687	1.407	-0.44	-0.388	0.445	-0.004	0.061	-0.237	-0.223	-0.01	0.154	-0.039	0.013	0.091	0.095	0.057	-0.512	-0.235	-0.071	0.572	-0.028	0.017	-0.693	0.021	0.114	0.007	0.047	-0.084	0.919	0.014	0.129	-0.139	0.02	-0.524	0.238	-0.284	0.009	-0.519	-0.145	-0.083	0.067	-0.708	-0.671	0.315
11	88780735	NOX4	0.225	0.272	-0.009	-0.292	0.091	-0.398	-0.45	-0.584	0.033	-0.369	-0.345	-0.05	-0.379	-0.1	-0.028	-0.521	-0.687	-0.5	-0.44	-0.388	0.445	-0.004	0.061	-0.237	-0.223	-0.01	0.154	-0.039	0.013	0.091	0.095	0.057	-0.512	-0.201	-0.071	0.572	-0.028	0.017	-0.693	0.021	0.114	0.007	0.047	-0.084	0.899	0.014	0.129	-0.139	0.02	-0.524	0.238	-0.311	0.009	-0.519	-0.145	-0.083	0.067	-0.708	-0.671	0.315
11	94571109	SESN3	0.225	0.324	-0.009	-0.213	0.091	-0.412	-0.453	-0.584	0.033	-0.482	-0.345	-0.05	-0.36	-0.1	-0.028	-0.524	-0.687	-0.491	-0.465	-0.388	0.438	-0.004	0.05	-0.237	-0.225	-0.005	0.154	-0.036	0.013	0.091	0.625	0.057	-0.512	-0.226	-0.071	-0.226	-0.025	0.017	-0.76	6e-04	0.133	0.007	-0.014	-0.084	0.581	0.014	0.114	-0.139	0.02	-0.524	0.238	-0.311	0.009	-0.513	-0.145	-0.083	-0.796	-0.708	-0.671	0.315
11	100455284	PGR	0.225	0.82	-0.009	0.453	0.091	-0.412	-0.453	-0.584	0.033	-1.109	-0.345	-0.066	-0.36	-0.1	-0.023	-0.524	-0.687	-0.491	-0.465	-0.388	0.439	-0.004	0.05	-0.237	-0.225	-0.005	0.154	-0.036	0.013	0.091	0.104	0.057	-0.512	-0.226	-0.071	-0.19	-0.025	0.017	-0.696	6e-04	0.116	0.007	-0.014	-0.084	0.581	0.014	0.114	-0.168	0.02	-0.551	0.238	-0.311	0.009	-0.513	-0.145	-0.083	-0.796	-0.747	-0.671	0.319
11	101333979	KIAA1377	0.225	0.286	-0.009	0.596	0.091	-0.412	-0.45	-0.584	0.033	-1.109	-0.345	-0.066	-0.36	-0.1	-0.023	-0.524	-0.687	-0.486	-0.421	-0.398	0.445	-0.004	0.05	-0.237	-0.225	-0.005	0.154	-0.036	0.013	0.091	0.104	0.057	-0.525	-0.226	-0.057	-0.229	-0.025	0.017	-0.744	6e-04	0.116	0.007	-0.014	-0.084	0.584	0.014	0.12	-0.168	0.02	-0.551	0.238	-0.313	0.009	-0.513	-0.145	-0.083	-0.796	-0.747	-0.671	0.319
11	101437715	C11orf70	0.225	0.286	-0.009	0.596	0.091	-0.412	-0.45	-0.584	0.033	-1.109	-0.345	-0.066	-0.36	-0.1	-0.023	-0.524	-0.687	-0.486	-0.421	-0.398	0.445	-0.004	0.05	-0.237	-0.225	-0.005	0.154	-0.036	0.013	0.091	0.104	0.057	-0.525	-0.226	-0.057	-0.229	-0.025	0.017	-0.744	6e-04	0.116	0.007	-0.014	-0.084	0.584	0.014	0.12	-0.168	0.02	-0.551	0.238	-0.313	0.009	-0.513	-0.145	-0.083	-0.796	-0.747	-0.671	0.319
11	101704367	BIRC3	0.225	0.286	-0.009	0.596	0.091	-0.412	-0.45	-0.584	0.033	-1.109	-0.345	-0.066	-0.36	-0.1	-0.023	-0.524	-0.687	-0.492	-0.421	-0.398	0.445	-0.004	0.05	-0.237	-0.225	-0.005	0.154	-0.036	0.013	0.091	0.104	0.057	-0.525	-0.226	-0.057	-0.229	-0.025	0.017	-0.744	6e-04	0.116	0.007	-0.014	-0.084	0.584	0.014	0.12	-0.168	0.02	-0.551	0.238	-0.313	0.009	-0.513	-0.145	-0.083	-0.796	-0.747	-0.671	0.319
11	101901568	MMP7	0.225	0.286	-0.009	1.291	0.091	-0.412	-0.45	-0.584	0.033	-1.109	-0.345	-0.066	-0.36	-0.1	-0.023	-0.524	-0.687	-0.492	-0.42	-0.398	0.445	-0.004	0.05	-0.237	-0.225	-0.005	0.154	-0.036	0.013	0.091	0.104	0.057	-0.525	-0.226	-0.057	-0.229	-0.025	0.017	-0.744	6e-04	0.116	0.007	-0.014	-0.084	0.584	0.014	0.12	-0.168	0.02	-0.551	0.238	-0.313	0.009	-0.513	-0.145	-0.083	-0.796	-0.747	-0.671	0.319
11	102151506	MMP10	0.225	0.286	-0.009	0.38	0.091	-0.412	-0.45	-0.584	0.033	-1.109	-0.345	-0.066	-0.36	-0.1	-0.023	-0.524	-0.687	-0.492	-0.42	-0.398	0.445	-0.004	0.05	-0.237	-0.225	-0.005	0.154	-0.036	0.013	0.091	0.104	0.057	-0.525	-0.226	-0.057	-0.229	-0.025	0.017	-0.744	6e-04	0.116	0.007	-0.014	-0.084	0.584	0.014	0.12	-0.168	0.02	-0.551	0.238	-0.313	0.009	-0.513	-0.145	-0.083	-0.796	-0.747	-0.671	0.319
11	102170013	MMP1	0.225	0.286	-0.009	0.38	0.091	-0.412	-0.45	-0.584	0.033	-1.109	-0.345	-0.066	-0.36	-0.1	-0.023	-0.524	-0.687	-0.492	-0.42	-0.398	0.445	-0.004	0.05	-0.237	-0.225	-0.005	0.154	-0.036	0.013	0.091	0.104	0.057	-0.525	-0.226	-0.057	-0.229	-0.025	0.017	-0.744	6e-04	0.116	0.007	-0.014	-0.084	0.584	0.014	0.12	-0.168	0.02	-0.551	0.238	-0.313	0.009	-0.513	-0.145	-0.083	-0.796	-0.747	-0.671	0.319
11	102215644	MMP3	0.225	0.286	-0.009	0.38	0.091	-0.412	-0.45	-0.584	0.033	-1.109	-0.345	-0.066	-0.36	-0.1	-0.023	-0.524	-0.687	-0.492	-0.42	-0.398	0.445	-0.004	0.05	-0.237	-0.225	-0.005	0.154	-0.036	0.013	0.091	0.104	0.057	-0.525	-0.226	-0.057	-0.229	-0.025	0.017	-0.744	6e-04	0.116	0.007	-0.014	-0.084	0.584	0.014	0.12	-0.168	0.02	-0.551	0.238	-0.313	0.009	-0.513	-0.145	-0.083	-0.796	-0.747	-0.671	0.319
11	102244824	MMP12	0.225	0.286	-0.009	0.38	0.091	-0.412	-0.45	-0.584	0.033	-1.109	-0.345	-0.066	-0.36	-0.1	-0.023	-0.524	-0.687	-0.492	-0.42	-0.398	0.445	-0.004	0.05	-0.237	-0.225	-0.005	0.154	-0.036	0.013	0.091	0.104	0.057	-0.525	-0.226	-0.057	-0.229	-0.025	0.017	-0.748	6e-04	0.116	0.007	-0.014	-0.084	0.584	0.014	0.12	-0.168	0.02	-0.551	0.238	-0.313	0.009	-0.513	-0.145	-0.083	-0.796	-0.747	-0.671	0.319
11	102325302	MMP13	0.225	0.286	-0.009	0.38	0.091	-0.412	-0.45	-0.584	0.033	-1.109	-0.345	-0.066	-0.36	-0.1	-0.023	-0.524	-0.687	-0.492	-0.42	-0.398	0.445	-0.004	0.05	-0.237	-0.225	-0.005	0.154	-0.036	0.013	0.091	0.104	0.057	-0.525	-0.226	-0.057	-0.229	-0.025	0.017	-0.748	6e-04	0.116	0.007	-0.014	-0.084	0.584	0.014	0.12	-0.168	0.02	-0.551	0.238	-0.313	0.009	-0.513	-0.145	-0.083	-0.796	-0.747	-0.671	0.319
11	107085654	SLN	0.23	0.848	-0.009	0.38	0.091	-0.413	-0.45	-0.584	0.033	-1.126	-0.321	-0.066	-0.36	-0.1	-0.023	-0.524	-0.687	-0.476	-0.444	-0.365	0.058	-0.004	0.05	-0.237	-0.225	-0.058	0.154	-0.028	-0.008	0.091	0.104	0.003	-0.502	-0.243	-0.057	-0.229	-0.028	0.017	-0.755	6e-04	0.116	0.007	-0.014	-0.084	0.603	0.014	0.12	-0.168	0.02	-0.551	0.091	-0.313	0.009	-0.513	-0.145	-0.083	-0.825	-0.747	-0.671	0.319
11	110741778	POU2AF1	0.166	0.904	-0.009	0.38	0.083	-0.413	-0.45	-0.584	0.052	-1.112	-0.313	-0.066	-0.36	-0.05	-0.023	-0.524	-0.687	-0.476	-0.047	-0.397	0.058	-0.004	0.05	-0.237	-0.225	-0.058	0.154	-0.028	-0.008	0.091	0.072	0.003	-0.573	-0.243	-0.057	-0.229	-0.028	-0.003	-0.755	-0.028	0.116	0.007	-0.014	-0.084	0.765	0.014	-0.737	-0.168	0.02	-0.551	0.091	-0.313	0.009	-0.564	-0.145	-0.083	-0.825	-0.747	-0.671	0.319
11	111286121	CRYAB	0.166	0.904	-0.009	0.38	0.083	-0.413	-0.45	-0.584	0.052	-1.112	-0.313	-0.066	-0.36	-0.05	-0.023	-0.524	-0.687	-0.476	-0.047	-0.397	-0.453	-0.004	0.05	-0.237	-0.225	-0.058	0.154	-0.028	-0.008	0.091	0.072	0.003	-0.573	-0.243	-0.057	-0.229	-0.028	-0.003	-0.755	-0.028	0.116	0.007	-0.014	-0.084	0.765	0.014	-0.737	-0.168	0.02	-0.551	0.091	-0.313	0.009	-0.564	-0.145	-0.083	-0.825	-0.747	-0.671	0.319
11	111529616	IL18	0.166	-0.465	-0.009	0.38	0.083	-0.413	-0.45	-0.584	0.052	-1.112	-0.313	-0.066	-0.36	-0.05	-0.023	-0.524	-0.687	-0.476	-0.047	-0.397	-0.453	-0.004	0.05	-0.237	-0.225	-0.058	0.154	-0.028	-0.008	0.091	0.072	0.003	-0.573	-0.243	-0.057	-0.229	-0.028	-0.003	-0.755	-0.028	0.116	0.007	-0.014	-0.084	0.765	0.014	-0.737	-0.168	0.02	-0.551	0.091	-0.313	0.009	-0.564	-0.145	-0.083	-0.825	-0.747	-0.671	0.319
11	113531124	ZBTB16	0.166	-0.465	-0.009	0.38	0.083	-0.413	-0.45	-0.584	0.052	-0.413	-0.313	-0.066	-0.36	-0.034	-0.023	-0.524	-0.687	-0.476	0.051	-0.397	-0.453	-0.004	0.05	-0.237	-0.771	-0.058	0.154	-0.028	-0.008	0.091	0.072	0.003	-0.573	-0.243	-0.057	-0.229	-0.028	-0.003	-0.755	-0.028	0.116	0.007	-0.014	-0.084	-0.264	0.014	-0.737	-0.168	0.02	-0.551	0.062	-0.313	0.009	-0.564	-0.145	-0.083	-0.825	-0.747	-0.671	0.319
