chr	start	end	strand	gene
1	1998591	1999718	+	fliK
1	1999823	2000287	+	fliL
1	2000292	2001296	+	fliM
1	2001293	2001706	+	fliN
1	2001709	2002074	+	fliO
1	2002074	2002811	+	fliP
1	2002821	2003090	+	fliQ
1	2003098	2003883	+	fliR
1	2004173	2004796	+	rcsA
1	2004840	2005028	-	dsrB
1	2005191	2005418	+	yodD
1	2005716	2006531	+	yedP
1	2006528	2008222	-	yedQ
1	2008393	2008575	-	yodC
1	2008654	2009571	-	yedI
1	2009744	2010664	+	yedA
1	2010653	2011123	-	vsr
1	2011104	2012522	-	dcm
1	2012589	2013284	-	yedJ
1	2013324	2013689	-	yedR
1	2014256	2014741	+	U069_c3847
1	2016040	2016891	+	hchA
1	2016999	2018357	-	yedV
1	2018357	2019139	-	yedW
1	2019161	2019574	+	hiuH
1	2019683	2020687	+	yedY
1	2020688	2021323	+	yedZ
1	2021580	2022230	+	zinT
1	2022573	2023103	+	yodB
1	2023673	2023762	-	serU
1	2023856	2024653	+	mtfA
1	2024754	2024829	+	asnT
1	2024953	2025102	+	U069_c3848
1	2025116	2032219	+	yeeJ
1	2033801	2035117	+	shiA
1	2035219	2036673	+	amn
1	2037016	2037732	+	yeeN
1	2038185	2038260	-	asnW
1	2038361	2039848	-	yeeO
1	2040009	2040084	+	asnU
1	2040122	2041072	-	cbl
1	2041174	2042091	-	nac
1	2042418	2042493	+	asnV
1	2042549	2043484	-	erfK
1	2043546	2044625	-	cobT
1	2044637	2045380	-	cobS
1	2045377	2045922	-	cobU
1	2051697	2054816	+	flu
1	2054937	2056469	+	yeeR
1	2056466	2056912	+	yeeS
1	2056975	2057196	+	yeeT
1	2057270	2057638	+	cbeA
1	2057727	2058101	+	cbtA
1	2058098	2058292	+	yeeW
1	2059190	2059519	-	yeeX
1	2059691	2060749	-	yeeA
1	2060947	2061420	-	sbmC
1	2061539	2062705	-	dacD
1	2062914	2064341	+	sbcB
1	2064384	2064611	-	yeeD
1	2064625	2065683	-	yeeE
1	2065862	2067220	-	plaP
1	2067210	2067272	-	yoeI
1	2067487	2068437	-	yeeY
1	2068462	2069286	-	yeeZ
1	2069369	2069623	-	yoeB
1	2069620	2069871	-	yefM
1	2070154	2070204	+	hisL
1	2070350	2071249	+	hisG
1	2071255	2072559	+	hisD
1	2072556	2073626	+	hisC
1	2073626	2074693	+	hisB
1	2074693	2075283	+	hisH
1	2075283	2076020	+	hisA
1	2076002	2076778	+	hisF
1	2076772	2077383	+	hisI
1	2077479	2078459	-	wzzB
1	2078605	2079771	-	ugd
1	2080020	2081426	-	gnd
1	2083549	2084667	-	wbbK
1	2084652	2085242	-	wbbJ
1	2085223	2086215	-	wbbI
1	2086218	2087384	-	wbbH
1	2087384	2088487	-	glf
1	2088495	2089742	-	wzxB
1	2089739	2090296	-	rfbC
1	2090296	2091177	-	rfbA
1	2091276	2092133	-	rfbD
1	2092133	2093218	-	rfbB
1	2093591	2094496	-	wcaN
1	2094659	2096053	-	wcaM
1	2096064	2097284	-	wcaL
1	2097281	2098561	-	wcaK
1	2098837	2100315	-	wzxC
1	2100317	2101711	-	wcaJ
1	2101766	2103184	-	cpsG
1	2103241	2104677	-	cpsB
1	2104680	2105903	-	wcaI
1	2105900	2106382	-	wcaH
1	2106382	2107347	-	wcaG
1	2107350	2108471	-	gmd
1	2108497	2109045	-	wcaF
1	2109061	2109807	-	wcaE
1	2109818	2111107	-	wcaD
1	2111010	2112227	-	wcaC
1	2112224	2112712	-	wcaB
1	2112715	2113554	-	wcaA
1	2113647	2115845	-	wzc
1	2115812	2116267	-	wzb
1	2116261	2117400	-	wza
1	2117993	2119642	+	yegH
1	2119916	2121769	-	asmA
1	2121791	2122372	-	dcd
1	2122464	2123168	-	udk
1	2123423	2126740	+	yegE
1	2126849	2127697	-	alkA
1	2127600	2129183	+	yegD
1	2129196	2131142	-	yegI
1	2131342	2131803	+	yegJ
1	2131868	2132716	-	yegK
1	2132626	2133285	-	yegL
1	2133506	2133565	-	ibsA
1	2133857	2134003	+	U069_c3866
1	2134026	2135420	+	mdtA
1	2135417	2138542	+	mdtB
1	2138543	2141620	+	mdtC
1	2141621	2143036	+	mdtD
1	2143033	2144436	+	baeS
1	2144433	2145155	+	baeR
1	2145307	2145678	+	yegP
1	2145798	2147186	+	yegQ
1	2147459	2147740	-	ogrK
1	2148146	2148523	-	yegR
1	2148824	2149768	+	yegS
1	2150384	2150692	+	insE1
1	2150689	2151555	+	insF1
1	2151990	2153030	-	gatD
1	2153078	2154433	-	gatC
1	2154437	2154721	-	gatB
1	2154752	2155204	-	gatA
1	2155214	2155645	-	U069_c3869
1	2157281	2158135	-	gatY
1	2158443	2159495	-	fbaB
1	2159752	2161029	+	yegT
1	2161026	2162030	+	yegU
1	2162027	2162992	+	yegV
1	2162966	2163712	-	yegW
1	2163764	2164582	-	yegX
1	2164647	2165447	-	thiD
1	2165444	2166232	-	thiM
1	2166455	2166727	-	rcnR
1	2166848	2167672	+	rcnA
1	2167891	2168229	+	rcnB
1	2168311	2169345	-	yehA
1	2169361	2171841	-	yehB
1	2171857	2172576	-	yehC
1	2172611	2173153	-	yehD
1	2173446	2173727	-	yehE
1	2173990	2175099	-	mrp
1	2175231	2177264	+	metG
1	2181210	2184842	+	yehI
1	2184903	2185220	+	yehK
1	2185527	2186615	+	yehL
1	2186626	2188905	+	yehM
1	2188898	2190034	+	yehP
1	2192156	2192617	+	yehR
1	2192657	2193127	-	yehS
1	2193174	2193893	-	yehT
1	2193890	2195575	-	yehU
1	2195797	2196528	+	mlrA
1	2196588	2196695	+	yohO
1	2196676	2197407	-	yehW
1	2197412	2198338	-	yehX
1	2198331	2199488	-	yehY
1	2199495	2200412	-	osmF
1	2200623	2202920	-	bglX
1	2203116	2204831	+	dld
1	2204869	2205801	-	pbpG
1	2205975	2206562	-	yohC
1	2206732	2207310	+	yohD
1	2207440	2208201	-	yohF
1	2209913	2209996	+	yohP
1	2210369	2211316	-	dusC
1	2211555	2211953	+	yohJ
1	2211950	2212645	+	yohK
1	2212775	2213659	+	cdd
1	2213809	2214528	+	sanA
1	2214531	2214770	+	yeiS
1	2214964	2216202	+	preT
1	2216196	2217431	+	preA
1	2217674	2218684	-	mglC
1	2218700	2220220	-	mglA
1	2220281	2221279	-	mglB
1	2221559	2222599	-	galS
1	2222741	2223898	-	yeiB
1	2223915	2224583	-	folE
1	2224841	2225677	+	yeiG
1	2225709	2227700	-	cirA
1	2227994	2229463	-	lysP
1	2229668	2230549	-	yeiE
1	2230648	2231697	+	yeiH
1	2231771	2232628	+	nfo
1	2232631	2233719	+	yeiI
1	2233826	2235076	-	nupX
1	2235176	2236096	-	rihB
1	2236226	2236924	+	yeiL
1	2236995	2238245	-	psuT
1	2238339	2239277	-	psuG
1	2240629	2242320	-	fruA
1	2242337	2243275	-	fruK
1	2243275	2244405	-	fruB
1	2244773	2245954	+	setB
1	2245951	2246205	-	yeiW
1	2246360	2246932	+	yeiP
1	2247155	2248621	+	yeiQ
1	2248739	2249725	+	yeiR
1	2249764	2250477	+	lpxT
1	2250889	2251455	+	spr
1	2251636	2253192	+	rtn
1	2253274	2255088	+	yejA
1	2255089	2256183	+	yejB
1	2256183	2257208	+	yejE
1	2257210	2258799	+	yejF
1	2259480	2260670	-	bcr
1	2260698	2261393	-	rsuA
1	2261542	2263302	+	yejH
1	2263427	2263711	+	rplY
1	2263850	2264857	-	yejK
1	2265286	2267046	+	yejM
1	2271410	2272057	+	narP
1	2272268	2273320	-	ccmH
1	2273317	2273874	-	ccmG
1	2273871	2275814	-	ccmF
1	2275811	2276290	-	ccmE
1	2276287	2276496	-	U069_c3879
1	2276493	2277230	-	ccmC
1	2277272	2277934	-	ccmB
1	2277931	2278548	-	ccmA
1	2278567	2279169	-	napC
1	2279179	2279628	-	napB
1	2279625	2280488	-	napH
1	2280475	2281170	-	napG
1	2281177	2283663	-	napA
1	2283660	2283923	-	napD
1	2283913	2284407	-	napF
1	2284815	2285303	+	eco
1	2285566	2287212	-	mqo
1	2287430	2289073	-	yojI
1	2289149	2289799	-	alkB
1	2289799	2290863	-	ada
1	2290937	2291992	-	apbE
1	2292104	2293207	-	ompC
1	2293946	2296618	+	rcsD
1	2296635	2297285	+	rcsB
1	2300501	2302327	+	atoS
1	2302324	2303709	+	atoC
1	2303905	2304567	+	atoD
1	2304567	2305217	+	atoA
1	2305214	2306536	+	atoE
1	2306567	2307751	+	atoB
1	2307825	2308601	-	yfaP
1	2308606	2310255	-	yfaQ
1	2314794	2315417	-	yfaT
1	2315414	2317102	-	yfaA
1	2317251	2319878	-	gyrA
1	2320025	2320747	+	ubiG
1	2320875	2324627	-	yfaL
1	2325323	2327608	+	nrdA
1	2327842	2328972	+	nrdB
1	2328972	2329226	+	yfaE
1	2329280	2329930	-	inaA
1	2330393	2331469	-	glpQ
1	2331474	2332832	-	glpT
1	2333105	2334733	+	glpA
1	2334723	2335982	+	glpB
1	2335979	2337169	+	glpC
1	2337362	2338261	+	yfaD
1	2338274	2338459	+	ypaA
1	2338500	2339303	-	rhmA
1	2339321	2340610	-	rhmT
1	2340667	2341872	-	rhmD
1	2341887	2342669	-	rhmR
1	2342889	2344091	-	yfaY
1	2344191	2344733	-	yfaZ
1	2345012	2345437	+	nudI
1	2345476	2346078	-	ais
1	2346368	2347525	+	arnB
1	2347529	2348497	+	arnC
1	2348497	2350479	+	arnA
1	2350476	2351366	+	arnD
1	2351366	2353018	+	arnT
1	2353015	2353350	+	arnE
1	2353350	2353736	+	arnF
1	2353730	2353996	-	pmrD
1	2354106	2355461	-	menE
1	2355458	2356420	-	menC
1	2356420	2357277	-	menB
1	2357292	2358050	-	menH
1	2358047	2359717	-	menD
1	2359806	2361101	-	menF
1	2361180	2361485	-	elaB
1	2361540	2362001	-	elaA
1	2362066	2362983	+	rbn
1	2363171	2364382	+	elaD
1	2364453	2366180	-	yfbK
1	2366318	2367289	+	yfbL
1	2367392	2367895	+	yfbM
1	2368168	2368884	-	yfbN
1	2369093	2369515	+	yfbO
1	2369574	2370422	+	yfbP
1	2370506	2371963	-	nuoN
1	2371970	2373499	-	nuoM
1	2373663	2375504	-	nuoL
1	2375501	2375803	-	nuoK
1	2375800	2376354	-	nuoJ
1	2376366	2376908	-	nuoI
1	2376923	2377900	-	nuoH
1	2377897	2380623	-	nuoG
1	2380676	2382013	-	nuoF
1	2382010	2382510	-	nuoE
1	2382513	2384315	-	nuoC
1	2384409	2385071	-	nuoB
1	2385087	2385530	-	nuoA
1	2386161	2387099	-	lrhA
1	2388019	2389236	+	alaA
1	2389320	2389919	+	yfbR
1	2389978	2391810	-	yfbS
1	2391897	2392547	-	yfbT
1	2392558	2393052	-	yfbU
1	2393135	2393590	-	yfbV
1	2393928	2395130	+	ackA
1	2395205	2397349	+	pta
1	2397539	2399059	+	yfcC
1	2399092	2399634	-	yfcD
1	2399692	2400246	-	yfcE
1	2400299	2400943	-	yfcF
1	2401079	2401726	+	yfcG
1	2401783	2402145	+	folX
1	2402166	2403059	+	yfcH
1	2403107	2403997	-	yfcI
1	2404194	2404967	-	hisP
1	2404975	2405691	-	hisM
1	2405688	2406374	-	hisQ
1	2406464	2407246	-	hisJ
1	2407467	2408249	-	argT
1	2408515	2409084	-	ubiX
1	2409179	2410696	-	purF
1	2410733	2411221	-	cvpA
1	2411480	2412142	-	dedD
1	2412132	2413400	-	folC
1	2413470	2414384	-	accD
1	2414540	2415199	-	dedA
1	2415282	2416094	-	truA
1	2416094	2417107	-	usg
1	2417173	2418309	-	pdxB
1	2418408	2419403	+	flk
1	2419400	2420578	-	yfcJ
1	2420843	2422063	-	fabB
1	2422222	2424228	+	mnmC
1	2424349	2424627	-	yfcL
1	2424661	2425209	-	epmC
1	2425209	2426018	-	yfcA
1	2426018	2426842	-	mepA
1	2426846	2427931	-	aroC
1	2427966	2428898	-	prmB
1	2429064	2429615	+	smrB
1	2429686	2430507	-	yfcO
1	2430509	2431048	-	yfcP
1	2431045	2431533	-	yfcQ
1	2431530	2432042	-	yfcR
1	2432042	2432794	-	yfcS
1	2435541	2436104	-	yfcV
1	2436785	2437270	-	sixA
1	2437473	2439617	-	fadJ
1	2439617	2440927	-	fadI
1	2441108	2441392	-	yfcZ
1	2441764	2443104	+	fadL
1	2443470	2444528	+	yfdF
1	2444710	2445465	-	mlaA
1	2445759	2446691	+	yfdC
1	2446767	2446841	+	argW
1	2447003	2448160	+	intS
1	2448313	2448675	+	gtrA
1	2450850	2452181	+	gtrS
1	2453831	2454106	-	yfdM
1	2454106	2454600	-	yfdN
1	2455323	2455685	+	yfdP
1	2455751	2456575	+	yfdQ
1	2457230	2457592	+	yfdS
1	2457592	2457897	+	yfdT
1	2458029	2458229	+	torI
1	2458303	2458317	+	pawZ
1	2458413	2459348	-	dsdC
1	2459566	2460903	+	dsdX
1	2460921	2462249	+	dsdA
1	2462357	2463895	-	emrY
1	2463895	2465058	-	emrK
1	2465474	2466088	+	evgA
1	2466093	2469686	+	evgS
1	2469742	2470887	-	yfdE
1	2470961	2471905	-	yfdV
1	2471975	2473669	-	oxc
1	2473723	2474973	-	frc
1	2475486	2476121	-	yfdX
1	2476417	2476692	+	ypdI
1	2476769	2477011	-	yfdY
1	2477364	2478284	+	lpxP
1	2478640	2478711	+	ypdK
1	2478776	2480014	-	alaC
1	2480390	2482087	+	ypdA
1	2482102	2482836	+	ypdB
1	2482849	2483706	+	ypdC
1	2483709	2486204	-	fryA
1	2486229	2487266	-	ypdE
1	2487266	2488351	-	ypdF
1	2488366	2489613	-	fryC
1	2489635	2489961	-	fryB
1	2490180	2491145	-	glk
1	2491349	2492605	+	yfeO
1	2492720	2493046	+	ypeC
1	2493187	2494425	-	mntH
1	2494761	2495963	+	nupC
1	2497362	2499551	-	yfeA
1	2499760	2499835	-	alaX
1	2499875	2499950	-	alaW
1	2500171	2500530	+	yfeC
1	2500532	2500924	+	yfeD
1	2500976	2502391	-	gltX
1	2502650	2502725	+	valU
1	2502770	2502845	+	valX
1	2502892	2502967	+	valY
1	2502972	2503047	+	lysV
1	2503312	2504196	-	xapR
1	2504448	2505704	-	xapB
1	2505764	2506597	-	xapA
1	2506846	2507610	+	yfeN
1	2507649	2508575	-	yfeR
1	2508665	2509663	+	yfeH
1	2509660	2509878	-	ypeB
1	2509880	2511895	-	ligA
1	2511966	2512952	-	zipA
1	2513182	2513943	+	cysZ
1	2514128	2515099	+	cysK
1	2515483	2515740	+	ptsH
1	2515785	2517512	+	ptsI
1	2517553	2518062	+	crr
1	2518105	2518956	-	pdxK
1	2519061	2519435	+	yfeK
1	2519468	2520202	+	yfeS
1	2520391	2521302	-	cysM
1	2521436	2522533	-	cysA
1	2522523	2523398	-	cysW
1	2523398	2524231	-	cysU
1	2524231	2525247	-	cysP
1	2525551	2526342	-	ucpA
1	2526471	2527328	-	murR
1	2527492	2528388	+	murQ
1	2528392	2529816	+	murP
1	2529821	2531125	+	yfeW
1	2531365	2532264	-	yfeX
1	2532360	2532935	-	yfeY
1	2532996	2533445	-	yfeZ
1	2533432	2533857	-	ypeA
1	2534071	2534940	+	amiA
1	2534944	2535843	+	hemF
1	2535849	2536901	-	eutR
1	2536947	2537447	-	eutK
1	2537460	2538119	-	eutL
1	2538129	2539016	-	eutC
1	2539037	2540398	-	eutB
1	2540410	2541813	-	eutA
1	2541810	2543036	-	eutH
1	2543253	2544440	-	eutG
1	2544430	2545266	-	eutJ
1	2545277	2546680	-	eutE
1	2546692	2546979	-	eutN
1	2547086	2547421	-	eutM
1	2547418	2548434	-	eutD
1	2548431	2549234	-	eutT
1	2549231	2549932	-	eutQ
1	2549907	2550386	-	eutP
1	2550399	2550734	-	eutS
1	2551027	2553306	-	maeB
1	2553595	2554545	+	talA
1	2556663	2557706	-	ypfG
1	2557832	2558407	-	nudK
1	2558475	2560454	-	aegA
1	2560660	2562360	+	narQ
1	2562524	2565637	+	acrD
1	2565736	2565795	-	ypfM
1	2566176	2566532	+	yffB
1	2566536	2567663	+	dapE
1	2567691	2567891	+	ypfN
1	2568001	2568699	-	ypfH
1	2568773	2570788	-	tmcA
1	2570803	2571666	-	ypfJ
1	2571834	2572547	-	purC
1	2572760	2573794	-	bamC
1	2573811	2574689	-	dapA
1	2574835	2575407	+	gcvR
1	2575407	2575877	+	bcp
1	2576130	2576747	+	hyfA
1	2576747	2578765	+	hyfB
1	2578776	2579723	+	hyfC
1	2579740	2581179	+	hyfD
1	2581191	2581841	+	hyfE
1	2581846	2583426	+	hyfF
1	2583416	2585083	+	hyfG
1	2585093	2585638	+	hyfH
1	2585635	2586393	+	hyfI
1	2586386	2586799	+	hyfJ
1	2586829	2588841	+	hyfR
1	2588863	2589711	+	focB
1	2589749	2590810	-	yfgO
1	2591023	2592486	+	bepA
1	2592507	2592866	+	yfgD
1	2593004	2593750	-	hda
1	2593800	2595089	-	uraA
1	2595175	2595801	-	upp
1	2596126	2597163	+	purM
1	2597163	2597801	+	purN
1	2597973	2600039	+	ppk
1	2600044	2601585	+	ppx
1	2601624	2603867	-	yfgF
1	2604219	2604410	+	yfgG
1	2604721	2605239	+	yfgH
1	2605255	2605794	+	yfgI
1	2605887	2607464	-	guaA
1	2607533	2608999	-	guaB
1	2609161	2610531	+	xseA
1	2610528	2610743	-	yfgJ
1	2610813	2612285	-	der
1	2612403	2613581	-	bamB
1	2613592	2614212	-	yfgM
1	2614230	2615504	-	hisS
1	2615615	2616733	-	ispG
1	2616760	2617773	-	rodZ
1	2618058	2619212	-	rlmN
1	2619362	2619793	-	ndk
1	2619942	2622254	-	pbpC
1	2622255	2627216	-	yfhM
1	2627423	2628268	+	sseA
1	2629086	2629862	-	sseB
1	2630004	2631287	-	pepB
1	2631465	2631665	-	iscX
1	2631677	2632012	-	fdx
1	2632014	2633864	-	hscA
1	2633881	2634396	-	hscB
1	2634492	2634815	-	iscA
1	2634832	2635218	-	iscU
1	2635246	2636460	-	iscS
1	2636572	2637060	-	iscR
1	2638371	2639174	+	suhB
1	2639319	2640173	+	yfhR
1	2640364	2641644	+	csiE
1	2641636	2642775	-	hcaT
1	2642935	2643825	-	hcaR
1	2643961	2645322	+	hcaE
1	2645319	2645837	+	hcaF
1	2645837	2646157	+	hcaC
1	2646154	2646966	+	hcaB
1	2646976	2648178	+	hcaD
1	2648275	2648697	+	yphA
1	2648745	2649617	-	yphB
1	2649629	2650690	-	yphC
1	2650756	2651754	-	yphD
1	2651779	2653290	-	yphE
1	2653313	2654296	-	yphF
1	2654393	2657674	-	yphG
1	2657792	2658985	+	yphH
1	2659183	2660436	-	glyA
1	2660764	2661954	+	hmp
1	2661999	2662337	-	glnB
1	2662398	2663732	-	glrR
1	2663722	2664435	-	yfhG
1	2664600	2666027	-	glrK
1	2666585	2670472	-	purL
1	2670730	2672286	+	mltF
1	2672283	2672786	-	tadA
1	2672844	2673479	-	pgpC
1	2673688	2674536	+	yfhH
1	2674592	2674852	+	yfhL
1	2675046	2675126	-	shoB
1	2675547	2675927	-	acpS
1	2675927	2676658	-	pdxJ
1	2676670	2677398	-	recO
1	2677410	2678315	-	era
1	2678312	2678992	-	rnc
1	2679264	2680238	-	lepB
1	2680254	2682053	-	lepA
1	2682251	2682730	-	rseC
1	2682727	2683683	-	rseB
1	2683683	2684333	-	rseA
1	2684366	2684941	-	rpoE
1	2685349	2686971	+	nadB
1	2686956	2687693	-	trmN
1	2687825	2689159	+	srmB
1	2689368	2690249	-	yfiE
1	2690352	2690939	+	eamB
1	2690995	2691378	-	grcA
1	2691683	2692372	+	ung
1	2692420	2693457	-	yfiF
1	2693664	2694083	+	trxC
1	2694152	2694850	+	yfiP
1	2694882	2697542	+	pka
1	2697656	2699011	+	pssA
1	2699057	2699380	+	yfiM
1	2699377	2700675	-	kgtP
1	2700998	2701117	-	rrfG
1	2701210	2704113	-	rrlG
1	2704307	2704382	-	gltW
1	2706452	2709025	-	clpB
1	2709883	2710863	-	rluD
1	2710932	2711735	+	bamD
1	2712006	2712347	+	raiA
1	2712528	2712578	+	pheL
1	2712597	2713757	+	pheA
1	2713800	2714921	-	tyrA
1	2714932	2716071	-	aroF
1	2716173	2716577	+	yfiL
1	2716727	2717245	+	yfiR
1	2717235	2718461	+	yfiN
1	2718477	2718959	+	yfiB
1	2719035	2719382	-	rplS
1	2719424	2720191	-	trmD
1	2720222	2720770	-	rimM
1	2720789	2721097	-	rpsP
1	2721286	2722647	-	ffh
1	2722739	2723605	+	ypjD
1	2723626	2724912	+	yfjD
1	2724967	2725560	-	grpE
1	2725683	2726561	+	nadK
1	2726581	2728308	+	recN
1	2728457	2728798	+	bamE
1	2728860	2729234	-	ratB
1	2729140	2729616	-	ratA
1	2729748	2730230	+	smpB
1	2730406	2730531	+	U069_c3931
1	2730975	2732252	+	intA
1	2732496	2733572	-	yfjH
1	2733496	2733708	+	alpA
1	2735399	2736025	+	yfjJ
1	2740770	2741843	+	rnlA
1	2741836	2742207	+	rnlB
1	2742556	2743425	+	yfjP
1	2743403	2744338	+	yfjQ
1	2744555	2745256	+	yfjR
1	2745284	2745976	+	ypjK
1	2746000	2746467	+	yfjT
1	2747019	2747612	-	U069_c3939
1	2747688	2747888	-	U069_c3940
1	2748170	2749873	+	yfjW
1	2750741	2751229	+	yfjX
1	2751238	2751720	+	yfjY
1	2751778	2751966	+	ypjJ
1	2751967	2752284	+	yfjZ
1	2752242	2752634	+	ypjF
1	2752998	2757707	-	ypjA
1	2758490	2759281	-	ypjB
1	2760691	2760766	-	ileY
1	2763757	2764839	+	csiD
1	2764793	2766127	+	lhgO
1	2766150	2767598	+	gabD
1	2767606	2768892	+	gabT
1	2769067	2770530	+	gabP
1	2770551	2771213	+	csiR
1	2771747	2771905	-	yqaE
1	2772397	2772921	+	ygaP
1	2772968	2773372	-	stpA
1	2774041	2774490	+	alaE
1	2775023	2775352	+	ygaM
1	2775600	2775845	+	nrdH
1	2775842	2776252	+	nrdI
1	2776225	2778369	+	nrdE
1	2778379	2779338	+	nrdF
1	2779692	2780894	+	proV
1	2780887	2781951	+	proW
1	2782009	2783001	+	proX
1	2783193	2783459	+	U069_c3943
1	2783453	2784370	+	U069_c3944
1	2784494	2785231	+	ygaZ
1	2785221	2785556	+	ygaH
1	2785647	2786177	+	mprA
1	2786304	2787476	+	emrA
1	2787493	2789031	+	emrB
1	2789095	2789610	-	luxS
1	2789760	2791316	-	gshA
1	2791389	2791817	-	yqaA
1	2791814	2792380	-	yqaB
1	2792800	2793270	+	U069_c3945
1	2793838	2794023	-	csrA
1	2794258	2796888	-	alaS
1	2797016	2797516	-	recX
1	2797585	2798646	-	recA
1	2798726	2799223	-	pncC
1	2799368	2800558	-	mltB
1	2800709	2801272	+	srlA
1	2801269	2802228	+	srlE
1	2802239	2802610	+	srlB
1	2802614	2803393	+	srlD
1	2803498	2803857	+	gutM
1	2803924	2804697	+	srlR
1	2804690	2805655	+	gutQ
1	2805652	2807166	-	norR
1	2807353	2808792	+	norV
1	2808789	2809922	+	norW
1	2810050	2812302	-	hypF
1	2812455	2812982	-	hydN
1	2813131	2814144	-	ascG
1	2814401	2815858	+	ascF
1	2815867	2817291	+	ascB
1	2817450	2817920	-	hycI
1	2817913	2818323	-	hycH
1	2818320	2819087	-	hycG
1	2819087	2819629	-	hycF
1	2819639	2821348	-	hycE
1	2821366	2822289	-	hycD
1	2822292	2824118	-	hycC
1	2824115	2824726	-	hycB
1	2824851	2825312	-	hycA
1	2825524	2825874	+	hypA
1	2825878	2826750	+	hypB
1	2826741	2827013	+	hypC
1	2827013	2828134	+	hypD
1	2828131	2829141	+	hypE
1	2829215	2831293	+	fhlA
1	2831970	2834531	+	mutS
1	2834637	2835293	+	pphB
1	2835344	2836111	-	ygbI
1	2836307	2837215	+	ygbJ
1	2838470	2839108	+	ygbL
1	2839978	2841342	+	ygbN
1	2841436	2842428	-	rpoS
1	2842491	2843630	-	nlpD
1	2843770	2844396	-	pcm
1	2844390	2845151	-	surE
1	2845132	2846181	-	truD
1	2846178	2846657	-	ispF
1	2846657	2847367	-	ispD
1	2847386	2847697	-	ftsB
1	2847891	2848214	-	ygbE
1	2848264	2848869	-	cysC
1	2848869	2850296	-	cysN
1	2850298	2851206	-	cysD
1	2851458	2852495	+	iap
1	2853446	2853730	-	ygbF
1	2853732	2854649	-	ygbT
1	2854665	2855264	-	casE
1	2855251	2855925	-	casD
1	2855928	2857019	-	casC
1	2857032	2857514	-	casB
1	2857507	2859015	-	casA
1	2859430	2862096	-	ygcB
1	2862455	2863189	-	cysH
1	2863264	2864976	-	cysI
1	2864976	2866775	-	cysJ
1	2867091	2867456	+	queD
1	2867534	2868805	+	ygcN
1	2868796	2869056	+	ygcO
1	2869073	2869648	+	ygcP
1	2869796	2870656	-	ygcQ
1	2870653	2871432	-	ygcR
1	2871410	2872819	-	ygcS
1	2872841	2874295	-	ygcU
1	2874365	2875150	-	ygcW
1	2875469	2876746	+	yqcE
1	2876773	2878251	+	ygcE
1	2879624	2880295	-	queE
1	2881520	2882818	-	eno
1	2882906	2884543	-	pyrG
1	2884771	2885562	-	mazG
1	2885633	2885968	-	mazF
1	2885968	2886216	-	mazE
1	2886294	2888528	-	relA
1	2888576	2889877	-	rlmD
1	2889934	2892690	+	barA
1	2892922	2894262	-	gudD
1	2894283	2895623	-	gudX
1	2895625	2896977	-	gudP
1	2897412	2897861	-	yqcA
1	2897879	2898661	-	truC
1	2899612	2900157	-	syd
1	2900225	2901073	+	queF
1	2903106	2904395	+	sdaC
1	2904453	2905820	+	sdaB
1	2905932	2906687	+	ygdG
1	2906742	2907890	-	fucO
1	2907918	2908565	-	fucA
1	2909078	2910394	+	fucP
1	2910427	2912202	+	fucI
1	2912311	2913729	+	fucK
1	2913731	2914153	+	fucU
1	2914211	2914942	+	fucR
1	2914986	2916086	-	rlmM
1	2916079	2916474	-	ygdD
1	2916493	2917410	-	gcvA
1	2918180	2919385	+	csdA
1	2919385	2919828	+	csdE
1	2919879	2920685	-	csdL
1	2920924	2922021	-	mltA
1	2922600	2923853	-	amiC
1	2924085	2925416	+	argA
1	2925478	2927304	-	recD
1	2927304	2930846	-	recB
1	2930839	2933727	-	ptrA
1	2933903	2937271	-	recC
1	2939204	2939998	-	thyA
1	2940005	2940880	-	lgt
1	2941031	2943277	-	ptsP
1	2943290	2943820	-	rppH
1	2944505	2945194	+	mutH
1	2945263	2945976	+	ygdQ
1	2946440	2947480	+	tas
1	2947512	2948705	-	lplT
1	2948698	2950857	-	aas
1	2951442	2952473	+	galR
1	2952480	2953742	-	lysA
1	2953864	2954799	+	lysR
1	2955607	2957025	-	araE
1	2957340	2958101	-	kduD
1	2958131	2958967	-	kduI
1	2959254	2960435	-	yqeF
1	2960690	2961919	+	yqeG
1	2963093	2963224	-	U069_c3946
1	2963534	2964154	+	U069_c3947
1	2965397	2965843	+	ygeF
1	2966111	2966602	+	ygeG
1	2966937	2968313	+	ygeH
1	2968710	2968928	+	ygeI
1	2974056	2974129	-	glyU
1	2974208	2974963	-	ygeR
1	2975378	2977675	+	xdhA
1	2977686	2978564	+	xdhB
1	2978561	2979040	+	xdhC
1	2979080	2980858	-	ygeV
1	2981334	2982524	+	ygeW
1	2982582	2983778	+	ygeX
1	2983836	2985047	+	ygeY
1	2985100	2986485	+	hyuA
1	2986533	2987465	+	yqeA
1	2987686	2989311	-	yqeB
1	2989359	2990129	-	yqeC
1	2990232	2990810	+	mocA
1	2991132	2994230	+	ygfK
1	2994233	2995561	+	ssnA
1	2995612	2996391	+	ygfM
1	2996388	2999258	+	xdhD
1	2999423	3000823	+	xanQ
1	3000838	3002157	+	guaD
1	3002193	3003560	+	ygfQ
1	3003596	3004084	-	ygfS
1	3004084	3006003	-	ygfT
1	3006439	3007887	+	uacT
